arm,lr,seed,step,train_loss,val_loss,lr_now,wall_s
headmuon,0.01,0,400,1.7450199127197266,1.8530617952346802,0.0037417099217982685,106.36
headmuon,0.01,0,500,1.62581126332283,1.774475947022438,0.001754754504749751,144.66
headmuon,0.01,0,600,1.551499673128128,1.7188998311758041,0.0010000761541401509,174.33
headmuon,0.03,0,100,2.656785171031952,2.518384963274002,0.029653995874600676,30.42
headmuon,0.03,0,200,2.4055926465988158,2.3808120787143707,0.02582123280076087,67.65
headmuon,0.03,0,300,2.220321831703186,2.220851957798004,0.018921556910155676,97.07
headmuon,0.03,0,400,2.0342803263664244,2.0710085928440094,0.011225129765394805,131.45
headmuon,0.03,0,500,1.8706725561618804,1.9597584307193756,0.0052642635142492525,171.42
headmuon,0.03,0,600,1.763435949087143,1.8985919803380966,0.003000228462420453,206.15
headmuon,0.09,0,100,2.6927170825004576,2.6483410000801086,0.08896198762380203,31.81
headmuon,0.09,0,200,2.628263030052185,2.7052954137325287,0.07746369840228262,65.13
headmuon,0.09,0,300,2.6635984539985658,2.689943104982376,0.05676467073046702,91.38
headmuon,0.09,0,400,2.6493314361572264,2.66469606757164,0.03367538929618442,116.0
headmuon,0.09,0,500,2.5905642104148865,2.6020409166812897,0.015792790542747757,140.96
headmuon,0.09,0,600,2.5463421034812925,2.5721409916877747,0.009000685387261358,167.93
pw05,0.00333333,0,100,2.803587193489075,2.4970701932907104,0.0032948851356227556,28.24
pw05,0.00333333,0,200,2.40476774930954,2.359974682331085,0.0028690229977253413,59.96
pw05,0.00333333,0,300,2.1969939732551573,2.15757417678833,0.002102393109844307,101.18
pw05,0.00333333,0,400,1.9919021368026733,2.03759928047657,0.0012472353933627822,181.2
pw05,0.00333333,0,500,1.8565084505081177,1.9473654925823212,0.0005849175833317487,222.23
pw05,0.00333333,0,600,1.7779701232910157,1.9100498110055923,0.0003333583846879989,262.0
pw05,0.01,0,100,2.7511622405052183,2.5721294283866882,0.009884665291533559,35.83
pw05,0.01,0,200,2.4838868594169616,2.473364472389221,0.008607077600253624,71.71
pw05,0.01,0,300,2.304066767692566,2.233799308538437,0.006307185636718559,108.38
pw05,0.01,0,400,2.088755542039871,2.1188752949237823,0.0037417099217982685,148.49
pw05,0.01,0,500,1.9690379667282105,2.0366293489933014,0.001754754504749751,184.72
pw05,0.01,0,600,1.890826519727707,2.007773593068123,0.0010000761541401509,224.64
pw05,0.03,0,100,2.7806558918952944,2.6878494322299957,0.029653995874600676,43.65
pw05,0.03,0,200,2.6606638765335084,2.6568690836429596,0.02582123280076087,81.09
pw05,0.03,0,300,2.6307585787773133,2.6330418586730957,0.018921556910155676,127.13
